debtor_id,age,gender,region,original_amount,days_past_due,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,days_past_due_group,collection_rate,contact_efficiency
345,55,여성,광주시,10243004,126,성공,9330354,912650,전화,4,0,26.0,680,5302,직장인,L0345,90일 이상,0.9109001617103732,2332588.5
346,67,여성,양주시,49829651,98,성공,32760184,17069467,방문,4,0,93.0,559,4701,직장인,L0346,90일 이상,0.6574435771183708,8190046.0
347,69,여성,구리시,43695744,16,성공,34263839,9431905,문자,1,0,11.0,906,4358,직장인,L0347,30일 미만,0.7841459113271992,34263839.0
348,43,여성,가평군,45831433,76,성공,45663587,167846,문자,4,0,67.0,506,6628,무직,L0348,30일~90일,0.9963377536111515,11415896.75
349,42,남성,수원시 장안구,836991,109,실패,0,836991,전화,5,0,,634,7258,직장인,L0349,90일 이상,0.0,0.0
350,49,여성,아산시,41024614,352,실패,0,41024614,전화,12,0,,845,2347,직장인,L0350,90일 이상,0.0,0.0
351,62,여성,진천군,12431019,218,실패,0,12431019,방문,9,0,,721,7853,직장인,L0351,90일 이상,0.0,0.0
352,35,여성,오산시,47133453,290,실패,0,47133453,전화,10,0,,877,6839,직장인,L0352,90일 이상,0.0,0.0
353,45,여성,광주시,19927079,148,실패,0,19927079,전화,4,0,,538,5705,자영업,L0353,90일 이상,0.0,0.0
354,48,남성,당진시,10272768,204,성공,5446882,4825886,방문,8,0,181.0,588,5188,무직,L0354,90일 이상,0.5302253491950758,680860.25
355,53,여성,의정부시,37884337,42,성공,34491790,3392547,문자,1,0,41.0,470,5470,직장인,L0355,30일~90일,0.9104498780063117,34491790.0
356,34,여성,성남시 분당구,25057119,334,실패,0,25057119,방문,13,2,,581,3278,직장인,L0356,90일 이상,0.0,0.0
357,21,여성,춘천시,31139792,284,성공,27930197,3209595,방문,11,0,37.0,448,2954,직장인,L0357,90일 이상,0.8969294656817233,2539108.8181818184
358,62,남성,홍성군,17855187,103,성공,10018965,7836222,전화,3,0,91.0,560,6530,자영업,L0358,90일 이상,0.5611234987345693,3339655.0
359,41,여성,안양시,18935087,87,성공,18836572,98515,문자,4,0,65.0,414,5019,직장인,L0359,30일~90일,0.9947972248556344,4709143.0
360,23,여성,부천시,37990025,239,실패,0,37990025,방문,10,0,,707,3581,직장인,L0360,90일 이상,0.0,0.0
361,67,남성,영월군,38758260,306,성공,37134085,1624175,전화,9,0,193.0,825,3570,자영업,L0361,90일 이상,0.9580947390311123,4126009.4444444445
362,50,남성,동두천시,49286818,298,실패,0,49286818,전화,10,1,,766,3754,자영업,L0362,90일 이상,0.0,0.0
363,57,여성,양평군,3169457,333,실패,0,3169457,전화,11,0,,606,6916,직장인,L0363,90일 이상,0.0,0.0
364,43,남성,광명시,42730891,303,실패,0,42730891,전화,11,0,,702,6686,직장인,L0364,90일 이상,0.0,0.0
365,24,여성,옥천군,27115820,57,성공,25536129,1579691,전화,1,0,18.0,629,3369,직장인,L0365,30일~90일,0.9417428276187112,25536129.0
366,42,남성,화성시,32558536,290,실패,0,32558536,전화,11,0,,837,2442,직장인,L0366,90일 이상,0.0,0.0
367,39,남성,광주시,30193887,149,실패,0,30193887,전화,6,0,,760,5995,직장인,L0367,90일 이상,0.0,0.0
368,59,남성,안양시 동안구,26374971,117,실패,0,26374971,전화,4,0,,499,2623,직장인,L0368,90일 이상,0.0,0.0
369,64,여성,태안군,2091463,124,성공,1363279,728184,방문,5,0,100.0,792,7394,직장인,L0369,90일 이상,0.6518303216456615,272655.8
370,22,남성,오산시,37330923,104,성공,28075131,9255792,전화,4,0,38.0,475,7617,직장인,L0370,90일 이상,0.7520609924378243,7018782.75
371,65,남성,충주시,26545444,38,성공,19012562,7532882,문자,2,0,3.0,608,7413,직장인,L0371,30일~90일,0.71622693521344,9506281.0
372,50,여성,홍천군,27418423,86,실패,0,27418423,문자,5,1,,400,5439,자영업,L0372,30일~90일,0.0,0.0
373,56,남성,청주시 흥덕구,3233844,126,성공,1940075,1293769,전화,5,0,73.0,768,2007,직장인,L0373,90일 이상,0.5999284442910666,388015.0
374,69,남성,안양시 만안구,42360124,290,실패,0,42360124,전화,10,2,,656,6896,직장인,L0374,90일 이상,0.0,0.0
375,51,남성,천안시 서북구,5744210,54,성공,5213875,530335,문자,2,0,13.0,492,5066,직장인,L0375,30일~90일,0.9076748586837877,2606937.5
376,64,여성,용인시 처인구,10354168,91,성공,7493471,2860697,전화,3,0,31.0,621,5815,자영업,L0376,90일 이상,0.7237154158595843,2497823.6666666665
377,53,여성,화천군,13727024,154,실패,0,13727024,전화,6,0,,526,3057,직장인,L0377,90일 이상,0.0,0.0
378,57,여성,청주시 청원구,14423891,252,성공,7711795,6712096,전화,10,1,198.0,540,7039,직장인,L0378,90일 이상,0.5346542760202501,771179.5
379,66,남성,서산시,26647208,281,실패,0,26647208,전화,11,1,,615,3652,무직,L0379,90일 이상,0.0,0.0
380,59,남성,정선군,29892740,254,실패,0,29892740,전화,10,1,,782,4410,직장인,L0380,90일 이상,0.0,0.0
381,59,남성,삼척시,36954356,182,성공,31275681,5678675,전화,7,0,120.0,582,5026,직장인,L0381,90일 이상,0.8463327300305273,4467954.428571428
382,62,남성,군포시,32064827,364,실패,0,32064827,전화,12,0,,684,3932,자영업,L0382,90일 이상,0.0,0.0
383,61,남성,고성군,48682066,240,성공,29358232,19323834,방문,10,0,57.0,643,4099,자영업,L0383,90일 이상,0.6030605192474782,2935823.2
384,68,남성,여주시,16330266,141,성공,11918535,4411731,전화,6,0,63.0,511,5554,직장인,L0384,90일 이상,0.7298432860799695,1986422.5
385,58,여성,용인시 기흥구,21505252,66,성공,14389165,7116087,문자,3,1,41.0,440,2411,무직,L0385,30일~90일,0.6691000412364384,4796388.333333333
386,63,남성,부천시 오정구,27383359,67,성공,23814009,3569350,전화,4,0,45.0,740,2518,직장인,L0386,30일~90일,0.8696525871789506,5953502.25
387,33,남성,파주시,45739390,237,성공,28488522,17250868,전화,9,1,11.0,650,6896,자영업,L0387,90일 이상,0.6228443798660191,3165391.3333333335
388,34,여성,당진시,13775489,100,실패,0,13775489,방문,4,1,,847,5423,직장인,L0388,90일 이상,0.0,0.0
389,51,남성,용인시,36060935,185,실패,0,36060935,방문,7,0,,694,5055,직장인,L0389,90일 이상,0.0,0.0
390,51,여성,연천군,16979681,195,성공,15843365,1136316,전화,6,1,46.0,664,5131,직장인,L0390,90일 이상,0.9330778946907189,2640560.8333333335
391,42,여성,태안군,23346364,185,성공,13058408,10287956,전화,6,0,161.0,635,2829,자영업,L0391,90일 이상,0.5593336932466229,2176401.3333333335
392,36,여성,청양군,1808936,63,실패,0,1808936,문자,3,0,,548,2068,자영업,L0392,30일~90일,0.0,0.0
393,57,여성,태백시,23709646,12,성공,12114434,11595212,문자,1,0,1.0,803,7542,직장인,L0393,30일 미만,0.5109495941019111,12114434.0
394,28,남성,화천군,23135391,177,성공,13003772,10131619,전화,5,0,60.0,561,2365,직장인,L0394,90일 이상,0.5620727136187151,2600754.4
395,30,남성,논산시,14303223,200,성공,10595308,3707915,전화,7,2,157.0,482,4389,자영업,L0395,90일 이상,0.7407636726351816,1513615.4285714286
396,53,여성,홍성군,35206139,222,성공,26678396,8527743,전화,6,0,96.0,708,4308,직장인,L0396,90일 이상,0.7577768184122661,4446399.333333333
397,21,남성,태백시,27047206,197,실패,0,27047206,전화,6,0,,529,6601,직장인,L0397,90일 이상,0.0,0.0
398,56,여성,구리시,47876926,357,성공,41054364,6822562,전화,13,4,284.0,741,6577,직장인,L0398,90일 이상,0.8574979103712715,3158028.0
399,39,남성,청양군,48077438,178,실패,0,48077438,전화,7,0,,475,6057,자영업,L0399,90일 이상,0.0,0.0
400,41,남성,용인시,9111625,310,실패,0,9111625,전화,10,0,,724,4345,직장인,L0400,90일 이상,0.0,0.0
401,63,여성,연천군,18961114,225,실패,0,18961114,전화,7,2,,895,6391,무직,L0401,90일 이상,0.0,0.0
402,25,여성,포천시,20034465,241,성공,19222573,811892,전화,8,1,224.0,894,7256,직장인,L0402,90일 이상,0.9594752343024883,2402821.625
403,21,남성,철원군,31270406,206,실패,0,31270406,전화,8,0,,628,5728,직장인,L0403,90일 이상,0.0,0.0
404,26,여성,계룡시,22154158,112,성공,16320664,5833494,방문,3,0,13.0,495,5022,직장인,L0404,90일 이상,0.7366862690064773,5440221.333333333
405,60,여성,수원시 영통구,35938298,323,성공,27119244,8819054,방문,10,2,210.0,429,5962,직장인,L0405,90일 이상,0.754605685555838,2711924.4
406,32,여성,금산군,43692652,174,성공,23852883,19839769,전화,6,0,16.0,476,4716,무직,L0406,90일 이상,0.5459243581735437,3975480.5
407,28,여성,양구군,14068132,295,실패,0,14068132,전화,10,0,,683,6938,직장인,L0407,90일 이상,0.0,0.0
408,25,남성,원주시,49316992,209,실패,0,49316992,전화,8,0,,816,6454,직장인,L0408,90일 이상,0.0,0.0
409,45,여성,계룡시,14472851,135,성공,9397620,5075231,전화,5,0,75.0,859,3938,자영업,L0409,90일 이상,0.6493274891035636,1879524.0
410,62,남성,춘천시,11552151,45,성공,11182377,369774,문자,1,0,13.0,906,4764,직장인,L0410,30일~90일,0.9679908962408819,11182377.0
411,27,여성,춘천시,22130756,49,성공,11395954,10734802,문자,1,0,12.0,881,5734,무직,L0411,30일~90일,0.5149374020480819,11395954.0
412,27,여성,태백시,19061318,276,성공,14094096,4967222,전화,9,0,57.0,822,3996,직장인,L0412,90일 이상,0.7394082612755319,1566010.6666666667
413,53,여성,이천시,30435089,152,실패,0,30435089,방문,5,0,,552,3056,직장인,L0413,90일 이상,0.0,0.0
414,51,남성,진천군,2710073,58,성공,1615899,1094174,문자,4,0,29.0,605,3039,직장인,L0414,30일~90일,0.5962566322014204,403974.75
415,27,여성,오산시,22376763,193,성공,17687381,4689382,전화,6,0,16.0,848,6243,직장인,L0415,90일 이상,0.7904351938660654,2947896.8333333335
416,48,여성,청주시 흥덕구,43145390,350,실패,0,43145390,전화,12,2,,722,4488,직장인,L0416,90일 이상,0.0,0.0
417,69,남성,안산시,30494974,235,실패,0,30494974,전화,8,0,,937,2771,자영업,L0417,90일 이상,0.0,0.0
418,32,여성,고양시 덕양구,45167927,97,실패,0,45167927,전화,4,0,,816,6045,직장인,L0418,90일 이상,0.0,0.0
419,41,여성,남양주시,36041897,181,성공,19706659,16335238,전화,8,1,180.0,655,6762,자영업,L0419,90일 이상,0.546770859480565,2463332.375
420,35,여성,괴산군,20129955,257,실패,0,20129955,방문,9,3,,612,7068,자영업,L0420,90일 이상,0.0,0.0
421,34,여성,안산시 상록구,24752877,39,실패,0,24752877,문자,1,0,,473,4662,자영업,L0421,30일~90일,0.0,0.0
422,46,남성,용인시 처인구,3624753,136,성공,2131998,1492755,전화,6,0,123.0,720,3626,무직,L0422,90일 이상,0.5881774565053123,355333.0
423,30,남성,청주시 상당구,27743886,305,실패,0,27743886,전화,11,0,,883,5143,자영업,L0423,90일 이상,0.0,0.0
424,45,남성,수원시,655483,145,성공,402841,252642,전화,5,1,19.0,559,7073,직장인,L0424,90일 이상,0.6145712398338324,80568.2
425,56,남성,계룡시,9209997,164,성공,7399499,1810498,전화,6,0,152.0,697,7606,자영업,L0425,90일 이상,0.8034203485625456,1233249.8333333333
426,40,여성,청주시 서원구,969000,92,성공,907222,61778,방문,3,0,40.0,486,5044,직장인,L0426,90일 이상,0.9362456140350878,302407.3333333333
427,38,남성,속초시,6155289,72,성공,5430653,724636,문자,3,0,52.0,942,6004,직장인,L0427,30일~90일,0.8822742522731264,1810217.6666666667
428,63,여성,보령시,28197442,71,성공,24110313,4087129,문자,4,0,61.0,642,4910,직장인,L0428,30일~90일,0.8550531995065368,6027578.25
429,51,남성,고양시 일산동구,32152725,85,성공,21463146,10689579,문자,3,0,82.0,573,2800,무직,L0429,30일~90일,0.6675373860224911,7154382.0
430,52,남성,광주시,8136367,77,성공,6366272,1770095,전화,4,0,69.0,728,7946,자영업,L0430,30일~90일,0.782446514519318,1591568.0
431,34,여성,고양시 일산서구,35169525,281,실패,0,35169525,전화,10,0,,753,3384,직장인,L0431,90일 이상,0.0,0.0
432,47,남성,충주시,46295055,9,성공,29481042,16814013,전화,3,0,2.0,634,4706,직장인,L0432,30일 미만,0.6368075812848694,9827014.0
433,53,여성,진천군,5898763,280,실패,0,5898763,방문,10,0,,794,3394,직장인,L0433,90일 이상,0.0,0.0
434,27,여성,정선군,48081571,235,성공,28988562,19093009,방문,8,1,71.0,743,3486,직장인,L0434,90일 이상,0.6029038027896385,3623570.25
435,49,여성,양양군,23530385,66,성공,23000088,530297,전화,1,0,56.0,547,6157,직장인,L0435,30일~90일,0.9774633096738536,23000088.0
436,35,남성,양주시,8637108,119,실패,0,8637108,전화,5,0,,596,5979,직장인,L0436,90일 이상,0.0,0.0
437,22,남성,아산시,27268043,133,실패,0,27268043,전화,5,0,,434,6412,직장인,L0437,90일 이상,0.0,0.0
438,69,여성,금산군,5732790,46,실패,0,5732790,문자,3,0,,513,2226,자영업,L0438,30일~90일,0.0,0.0
439,44,여성,화천군,39988246,347,성공,21776382,18211864,방문,12,5,321.0,506,5354,직장인,L0439,90일 이상,0.5445695717686643,1814698.5
440,41,남성,연천군,34982999,128,성공,34098476,884523,전화,6,0,110.0,655,3584,직장인,L0440,90일 이상,0.974715632584845,5683079.333333333
441,52,남성,평택시,26028230,122,실패,0,26028230,방문,4,0,,533,5071,직장인,L0441,90일 이상,0.0,0.0
442,29,여성,수원시 팔달구,48684877,27,성공,42023977,6660900,문자,1,0,9.0,674,3291,직장인,L0442,30일 미만,0.8631833864959749,42023977.0
443,57,남성,옥천군,7133037,301,성공,4423677,2709360,방문,11,0,167.0,884,5727,자영업,L0443,90일 이상,0.6201673985428647,402152.45454545453
444,37,남성,수원시,48944190,205,실패,0,48944190,방문,6,0,,867,5622,직장인,L0444,90일 이상,0.0,0.0
445,51,남성,고양시 일산서구,29367180,286,성공,26480921,2886259,전화,10,1,257.0,530,4477,직장인,L0445,90일 이상,0.9017182106010859,2648092.1
446,53,남성,수원시 권선구,44957128,174,성공,35233280,9723848,전화,7,0,50.0,759,2190,직장인,L0446,90일 이상,0.7837084255026255,5033325.714285715
447,32,여성,아산시,6814450,240,실패,0,6814450,전화,7,2,,462,6197,직장인,L0447,90일 이상,0.0,0.0
448,22,여성,고양시,46294391,90,성공,41348868,4945523,문자,3,0,66.0,692,5817,자영업,L0448,90일 이상,0.8931723067703817,13782956.0
449,57,여성,청양군,20317423,132,실패,0,20317423,전화,7,0,,928,4894,자영업,L0449,90일 이상,0.0,0.0
450,39,여성,김포시,28459840,175,실패,0,28459840,방문,6,0,,925,7822,직장인,L0450,90일 이상,0.0,0.0
451,20,여성,보령시,25173959,70,실패,0,25173959,문자,2,0,,858,3685,자영업,L0451,30일~90일,0.0,0.0
452,37,남성,동두천시,10559044,235,실패,0,10559044,방문,7,0,,648,7927,직장인,L0452,90일 이상,0.0,0.0
453,60,남성,안산시 상록구,11632870,214,실패,0,11632870,방문,5,0,,549,7160,직장인,L0453,90일 이상,0.0,0.0
454,52,여성,안산시 상록구,12287400,126,성공,7238961,5048439,방문,5,0,46.0,823,2415,직장인,L0454,90일 이상,0.5891369207480834,1447792.2
455,29,여성,안성시,10660109,145,성공,5655911,5004198,전화,5,0,101.0,551,2448,직장인,L0455,90일 이상,0.530567839409522,1131182.2
456,22,여성,양구군,37437419,315,실패,0,37437419,전화,11,0,,620,3071,직장인,L0456,90일 이상,0.0,0.0
457,39,여성,태안군,25836577,322,실패,0,25836577,전화,11,0,,596,5877,직장인,L0457,90일 이상,0.0,0.0
458,42,남성,용인시,33704744,188,실패,0,33704744,방문,7,0,,813,5381,직장인,L0458,90일 이상,0.0,0.0
459,25,남성,용인시 처인구,32673517,124,실패,0,32673517,전화,3,0,,605,5864,무직,L0459,90일 이상,0.0,0.0
460,68,여성,보은군,13235553,171,성공,8408709,4826844,방문,7,0,73.0,420,2794,직장인,L0460,90일 이상,0.6353122532923257,1201244.142857143
461,46,여성,삼척시,4139591,177,성공,3734178,405413,방문,6,0,89.0,644,6505,무직,L0461,90일 이상,0.902064479316918,622363.0
462,40,남성,제천시,40945687,101,실패,0,40945687,전화,2,0,,665,5148,직장인,L0462,90일 이상,0.0,0.0
463,29,여성,안양시 동안구,23695477,131,성공,13305048,10390429,전화,5,0,130.0,460,3398,직장인,L0463,90일 이상,0.56150158952276,2661009.6
464,52,남성,수원시 영통구,30156972,160,실패,0,30156972,전화,6,0,,942,3254,직장인,L0464,90일 이상,0.0,0.0
465,20,남성,안산시 단원구,612279,252,성공,554978,57301,전화,10,0,99.0,629,3856,직장인,L0465,90일 이상,0.9064135794302924,55497.8
466,26,남성,음성군,16849106,313,실패,0,16849106,전화,10,5,,784,6024,직장인,L0466,90일 이상,0.0,0.0
467,24,남성,하남시,47432037,275,실패,0,47432037,방문,9,0,,781,2511,직장인,L0467,90일 이상,0.0,0.0
468,45,남성,의왕시,5380364,41,성공,4749040,631324,문자,2,0,39.0,637,4349,직장인,L0468,30일~90일,0.8826614704878704,2374520.0
469,60,남성,김포시,187916,345,실패,0,187916,전화,14,0,,751,5955,직장인,L0469,90일 이상,0.0,0.0
470,53,여성,안성시,28357661,205,실패,0,28357661,전화,8,0,,405,3356,무직,L0470,90일 이상,0.0,0.0
471,51,여성,고성군,47337306,239,실패,0,47337306,전화,10,3,,479,3547,자영업,L0471,90일 이상,0.0,0.0
472,24,남성,성남시 중원구,4646368,36,성공,4256993,389375,전화,1,0,9.0,551,7114,직장인,L0472,30일~90일,0.9161979851789613,4256993.0
473,26,여성,증평군,30443311,187,성공,20487033,9956278,전화,6,0,152.0,761,2791,자영업,L0473,90일 이상,0.6729567950082697,3414505.5
474,34,남성,이천시,32394354,180,성공,27518224,4876130,전화,8,0,153.0,937,4385,직장인,L0474,90일 이상,0.8494759302809373,3439778.0
475,37,남성,성남시,2258224,206,실패,0,2258224,방문,7,0,,610,3634,직장인,L0475,90일 이상,0.0,0.0
476,33,남성,과천시,39597976,356,성공,31260515,8337461,방문,10,0,258.0,841,5086,직장인,L0476,90일 이상,0.789447293972803,3126051.5
477,45,남성,금산군,42128131,41,성공,26258683,15869448,문자,1,0,33.0,426,2822,직장인,L0477,30일~90일,0.6233051971852253,26258683.0
478,53,여성,진천군,31102447,107,성공,29664363,1438084,전화,5,0,101.0,691,5480,무직,L0478,90일 이상,0.9537629949180526,5932872.6
479,29,여성,괴산군,21595291,282,실패,0,21595291,방문,10,0,,626,5594,직장인,L0479,90일 이상,0.0,0.0
480,54,여성,제천시,17840281,157,성공,10970604,6869677,전화,5,0,149.0,589,7821,자영업,L0480,90일 이상,0.6149344844960682,2194120.8
481,40,남성,금산군,48005659,104,실패,0,48005659,전화,2,0,,557,5443,직장인,L0481,90일 이상,0.0,0.0
482,63,여성,인제군,30554721,59,성공,29637714,917007,전화,3,0,36.0,462,3882,자영업,L0482,30일~90일,0.9699880421097611,9879238.0
483,64,여성,포천시,28455150,207,실패,0,28455150,전화,7,0,,661,2999,직장인,L0483,90일 이상,0.0,0.0
484,23,남성,영동군,24848867,90,성공,22881053,1967814,문자,3,0,83.0,400,4347,직장인,L0484,90일 이상,0.9208087032700525,7627017.666666667
485,41,남성,고양시 일산동구,10737651,47,실패,0,10737651,문자,3,0,,774,4302,무직,L0485,30일~90일,0.0,0.0
486,60,여성,제천시,20125596,357,실패,0,20125596,방문,15,0,,484,7961,직장인,L0486,90일 이상,0.0,0.0
487,28,남성,양평군,14695643,236,실패,0,14695643,전화,8,1,,890,5966,직장인,L0487,90일 이상,0.0,0.0
488,68,남성,화성시,23919784,188,실패,0,23919784,전화,8,0,,469,7882,자영업,L0488,90일 이상,0.0,0.0
489,54,여성,단양군,11933279,195,실패,0,11933279,전화,7,0,,726,4808,자영업,L0489,90일 이상,0.0,0.0
490,64,여성,논산시,49643440,219,실패,0,49643440,방문,7,2,,503,4634,직장인,L0490,90일 이상,0.0,0.0
491,31,여성,안산시 단원구,23674040,202,실패,0,23674040,전화,8,0,,869,4748,직장인,L0491,90일 이상,0.0,0.0
492,28,여성,과천시,24327864,254,실패,0,24327864,전화,9,1,,551,3101,자영업,L0492,90일 이상,0.0,0.0
493,58,남성,청양군,28321443,342,실패,0,28321443,방문,12,0,,928,4879,직장인,L0493,90일 이상,0.0,0.0
494,21,여성,광명시,17010863,11,실패,0,17010863,문자,1,0,,938,7685,직장인,L0494,30일 미만,0.0,0.0
495,22,남성,홍성군,14855715,175,성공,9572378,5283337,전화,8,0,91.0,738,2915,직장인,L0495,90일 이상,0.6443565994635735,1196547.25
496,44,여성,의정부시,43591955,250,성공,37691164,5900791,전화,9,1,210.0,502,3221,직장인,L0496,90일 이상,0.8646357796983412,4187907.111111111
497,47,남성,수원시,22966233,256,실패,0,22966233,전화,8,2,,591,6727,직장인,L0497,90일 이상,0.0,0.0
498,35,남성,충주시,11694017,230,성공,11142743,551274,방문,8,0,178.0,662,6444,직장인,L0498,90일 이상,0.9528584574487963,1392842.875
499,65,여성,안산시 상록구,42671569,32,성공,39613671,3057898,문자,1,0,11.0,936,4934,직장인,L0499,30일~90일,0.9283387493907242,39613671.0
500,64,여성,속초시,19961653,337,실패,0,19961653,전화,11,0,,599,3546,직장인,L0500,90일 이상,0.0,0.0
501,48,남성,용인시,3769559,52,실패,0,3769559,문자,1,0,,894,4198,직장인,L0501,30일~90일,0.0,0.0
502,69,여성,아산시,2583647,319,실패,0,2583647,방문,11,0,,833,3942,직장인,L0502,90일 이상,0.0,0.0
503,44,여성,천안시 동남구,16444096,136,실패,0,16444096,전화,7,2,,544,5246,무직,L0503,90일 이상,0.0,0.0
504,36,여성,수원시 팔달구,30498429,244,성공,29914826,583603,전화,9,0,43.0,573,5170,직장인,L0504,90일 이상,0.980864489774211,3323869.5555555555
505,22,여성,청주시 서원구,10088316,358,실패,0,10088316,전화,11,0,,946,2056,직장인,L0505,90일 이상,0.0,0.0
506,57,여성,당진시,2032745,238,실패,0,2032745,전화,8,3,,725,5166,자영업,L0506,90일 이상,0.0,0.0
507,28,남성,성남시 수정구,35216777,189,성공,34888412,328365,전화,4,0,115.0,433,3117,직장인,L0507,90일 이상,0.9906758929131987,8722103.0
508,40,남성,태안군,31958597,214,성공,22631937,9326660,방문,8,2,212.0,713,2252,직장인,L0508,90일 이상,0.708164285184359,2828992.125
509,45,남성,보령시,2103697,221,성공,1128611,975086,전화,8,0,41.0,687,3967,직장인,L0509,90일 이상,0.5364893328269232,141076.375
510,48,남성,원주시,32775762,127,실패,0,32775762,전화,4,1,,681,3444,직장인,L0510,90일 이상,0.0,0.0
511,63,여성,양양군,25933561,129,실패,0,25933561,전화,5,0,,869,4091,직장인,L0511,90일 이상,0.0,0.0
512,62,여성,안산시 상록구,22476061,127,성공,17858646,4617415,전화,5,0,9.0,411,2915,자영업,L0512,90일 이상,0.7945629796964868,3571729.2
513,34,여성,광명시,43497768,153,실패,0,43497768,방문,6,0,,903,5733,직장인,L0513,90일 이상,0.0,0.0
514,66,여성,제천시,30615738,196,성공,27456090,3159648,방문,7,0,170.0,732,5075,직장인,L0514,90일 이상,0.8967966083326164,3922298.5714285714
515,51,여성,서천군,35863745,104,실패,0,35863745,전화,5,0,,472,5931,자영업,L0515,90일 이상,0.0,0.0
516,20,여성,부천시 오정구,18598119,234,성공,12677949,5920170,전화,8,0,13.0,424,5351,직장인,L0516,90일 이상,0.6816790988378986,1584743.625
517,37,남성,가평군,4246818,163,성공,3914580,332238,전화,7,0,35.0,811,2500,직장인,L0517,90일 이상,0.9217677800178863,559225.7142857143
518,64,여성,이천시,8621988,294,실패,0,8621988,방문,10,0,,910,4291,직장인,L0518,90일 이상,0.0,0.0
519,66,여성,부천시 소사구,22913366,326,실패,0,22913366,전화,10,0,,790,7739,직장인,L0519,90일 이상,0.0,0.0
520,42,여성,수원시 장안구,4273274,174,실패,0,4273274,전화,7,0,,457,4370,직장인,L0520,90일 이상,0.0,0.0
521,39,남성,영동군,8419213,179,실패,0,8419213,방문,7,1,,437,5433,직장인,L0521,90일 이상,0.0,0.0
