debtor_id,age,gender,region,original_amount,days_past_due,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,days_past_due_group,collection_rate,contact_efficiency
522,53,여성,논산시,23160715,156,성공,22345034,815681,전화,5,2,87.0,588,2498,무직,L0522,90일 이상,0.9647817003922374,4469006.8
523,67,여성,안양시 동안구,37982087,34,성공,37575643,406444,문자,3,0,8.0,761,2116,자영업,L0523,30일~90일,0.9892990608967853,12525214.333333334
524,25,남성,청양군,47194325,301,실패,0,47194325,방문,10,2,,894,3300,직장인,L0524,90일 이상,0.0,0.0
525,37,남성,충주시,2136741,183,성공,1071814,1064927,전화,6,0,23.0,612,5545,직장인,L0525,90일 이상,0.5016115663994841,178635.66666666666
526,41,여성,안양시 만안구,29592090,176,실패,0,29592090,전화,7,0,,732,5725,직장인,L0526,90일 이상,0.0,0.0
527,43,남성,태안군,43946444,266,실패,0,43946444,전화,10,3,,581,2457,직장인,L0527,90일 이상,0.0,0.0
528,64,남성,안양시,23444516,347,실패,0,23444516,방문,13,1,,577,7324,자영업,L0528,90일 이상,0.0,0.0
529,36,남성,태안군,46987754,18,성공,43855799,3131955,문자,1,0,9.0,635,2975,직장인,L0529,30일 미만,0.9333452924776954,43855799.0
530,60,여성,과천시,23450090,268,실패,0,23450090,방문,10,2,,874,4943,직장인,L0530,90일 이상,0.0,0.0
531,20,남성,부천시,41553507,358,실패,0,41553507,전화,11,3,,455,7683,직장인,L0531,90일 이상,0.0,0.0
532,32,남성,고성군,24372625,67,성공,20202012,4170613,문자,5,0,39.0,680,7339,자영업,L0532,30일~90일,0.8288812550966504,4040402.4
533,54,남성,성남시,3217884,256,성공,2679256,538628,전화,11,2,83.0,708,7099,무직,L0533,90일 이상,0.8326142272375263,243568.72727272726
534,34,여성,남양주시,4603210,306,실패,0,4603210,전화,10,0,,620,5670,직장인,L0534,90일 이상,0.0,0.0
535,57,남성,제천시,1847042,302,실패,0,1847042,전화,12,0,,675,5907,직장인,L0535,90일 이상,0.0,0.0
536,31,남성,고양시 일산서구,2184366,56,성공,1637420,546946,문자,2,0,10.0,702,2303,직장인,L0536,30일~90일,0.7496088109776475,818710.0
537,34,여성,의정부시,6172567,343,실패,0,6172567,방문,13,0,,598,7214,직장인,L0537,90일 이상,0.0,0.0
538,29,남성,영월군,24835407,135,성공,16443443,8391964,방문,6,0,37.0,655,6206,직장인,L0538,90일 이상,0.6620967798111784,2740573.8333333335
539,66,남성,아산시,13388364,333,실패,0,13388364,방문,11,1,,599,4003,무직,L0539,90일 이상,0.0,0.0
540,55,남성,안산시 단원구,42849653,152,성공,28461021,14388632,방문,6,0,5.0,674,4453,직장인,L0540,90일 이상,0.6642065689540123,4743503.5
541,20,여성,수원시,4650670,71,성공,4587445,63225,문자,3,0,26.0,859,7846,자영업,L0541,30일~90일,0.9864051846293115,1529148.3333333333
542,55,여성,여주시,3266271,55,성공,2160686,1105585,문자,3,0,12.0,461,4297,직장인,L0542,30일~90일,0.6615146140660099,720228.6666666666
543,64,남성,성남시,42990705,126,실패,0,42990705,전화,4,0,,503,7922,직장인,L0543,90일 이상,0.0,0.0
544,58,여성,성남시,27744163,262,실패,0,27744163,전화,10,0,,653,4236,직장인,L0544,90일 이상,0.0,0.0
545,45,여성,원주시,44156281,146,실패,0,44156281,방문,5,0,,739,4482,직장인,L0545,90일 이상,0.0,0.0
546,54,남성,금산군,41858091,104,성공,26348772,15509319,전화,4,0,91.0,598,7550,무직,L0546,90일 이상,0.6294785875447593,6587193.0
547,64,남성,양양군,36799033,160,성공,21791583,15007450,전화,6,0,133.0,781,4770,직장인,L0547,90일 이상,0.5921781422897716,3631930.5
548,48,여성,성남시 중원구,26825466,239,실패,0,26825466,방문,9,1,,860,4886,직장인,L0548,90일 이상,0.0,0.0
549,35,여성,논산시,17004710,174,실패,0,17004710,방문,7,0,,683,3775,무직,L0549,90일 이상,0.0,0.0
550,69,여성,홍성군,31051635,2,성공,17315455,13736180,문자,1,0,1.0,897,4615,무직,L0550,30일 미만,0.5576342437362799,17315455.0
551,58,남성,수원시 영통구,5259922,53,성공,3324723,1935199,문자,2,0,33.0,429,4343,직장인,L0551,30일~90일,0.6320859891078233,1662361.5
552,32,남성,당진시,18353587,46,성공,12605563,5748024,문자,2,0,1.0,780,3488,무직,L0552,30일~90일,0.6868174052298333,6302781.5
553,30,남성,철원군,44948329,73,성공,33608681,11339648,전화,5,0,43.0,667,3718,자영업,L0553,30일~90일,0.7477181409791674,6721736.2
554,39,여성,시흥시,41696694,361,실패,0,41696694,전화,11,4,,504,6381,무직,L0554,90일 이상,0.0,0.0
555,45,여성,청주시 청원구,19722498,358,성공,16006133,3716365,전화,11,0,291.0,911,2493,직장인,L0555,90일 이상,0.8115672264233466,1455103.0
556,36,여성,옥천군,34103752,93,성공,31426408,2677344,방문,4,0,36.0,498,3130,직장인,L0556,90일 이상,0.9214941511420797,7856602.0
557,26,여성,단양군,25641672,207,실패,0,25641672,전화,7,0,,733,5995,직장인,L0557,90일 이상,0.0,0.0
558,24,남성,수원시 팔달구,46575238,173,성공,43993003,2582235,전화,8,1,15.0,514,2472,무직,L0558,90일 이상,0.9445577712345775,5499125.375
559,57,여성,삼척시,31415365,139,성공,28404252,3011113,방문,4,0,135.0,432,4166,직장인,L0559,90일 이상,0.9041515831504743,7101063.0
560,65,남성,안양시 동안구,20131583,238,실패,0,20131583,전화,9,0,,550,5924,직장인,L0560,90일 이상,0.0,0.0
561,40,여성,의정부시,22481071,32,성공,19233273,3247798,문자,1,0,14.0,892,3483,자영업,L0561,30일~90일,0.8555318828004235,19233273.0
562,45,여성,아산시,36925977,45,성공,21781216,15144761,문자,3,0,10.0,513,2841,직장인,L0562,30일~90일,0.589861603391022,7260405.333333333
563,33,남성,용인시 기흥구,10634493,97,성공,7220129,3414364,방문,5,0,11.0,759,2356,직장인,L0563,90일 이상,0.6789349525172474,1444025.8
564,46,남성,청주시 상당구,20908876,186,실패,0,20908876,전화,5,0,,749,4718,직장인,L0564,90일 이상,0.0,0.0
565,61,여성,삼척시,20496016,74,실패,0,20496016,문자,2,0,,833,3773,직장인,L0565,30일~90일,0.0,0.0
566,48,남성,원주시,15794394,241,성공,11759026,4035368,전화,9,2,65.0,646,6456,직장인,L0566,90일 이상,0.7445063102769248,1306558.4444444445
567,40,여성,홍성군,19466036,284,실패,0,19466036,전화,11,4,,780,3078,직장인,L0567,90일 이상,0.0,0.0
568,61,여성,단양군,43179346,198,실패,0,43179346,전화,6,0,,771,4941,직장인,L0568,90일 이상,0.0,0.0
569,24,여성,천안시 동남구,11293139,111,성공,5743856,5549283,방문,4,1,8.0,617,7710,직장인,L0569,90일 이상,0.508614655323024,1435964.0
570,37,남성,당진시,15836188,182,성공,14428244,1407944,방문,6,2,107.0,494,3396,직장인,L0570,90일 이상,0.9110932504716412,2404707.3333333335
571,51,남성,안산시 상록구,16904987,69,실패,0,16904987,문자,3,0,,788,4894,직장인,L0571,30일~90일,0.0,0.0
572,29,남성,평택시,2964030,318,실패,0,2964030,전화,11,1,,441,3820,자영업,L0572,90일 이상,0.0,0.0
573,49,여성,청양군,38443708,259,성공,27012360,11431348,전화,9,0,85.0,841,3889,직장인,L0573,90일 이상,0.7026471015751135,3001373.3333333335
574,58,남성,과천시,29607448,167,실패,0,29607448,방문,7,0,,578,6716,직장인,L0574,90일 이상,0.0,0.0
575,62,남성,시흥시,46319059,318,실패,0,46319059,전화,12,0,,897,6584,직장인,L0575,90일 이상,0.0,0.0
576,56,여성,철원군,27632473,68,성공,17576078,10056395,문자,3,0,35.0,413,2978,자영업,L0576,30일~90일,0.6360660517066279,5858692.666666667
577,26,여성,홍천군,19317322,107,성공,13185611,6131711,전화,4,0,78.0,631,6446,직장인,L0577,90일 이상,0.682579655710041,3296402.75
578,40,남성,청주시 청원구,17762820,253,실패,0,17762820,전화,9,1,,863,4546,직장인,L0578,90일 이상,0.0,0.0
579,37,남성,강릉시,7464338,32,성공,6552057,912281,문자,2,0,1.0,410,4209,직장인,L0579,30일~90일,0.8777813920002014,3276028.5
580,24,여성,안양시 동안구,39486915,94,실패,0,39486915,전화,5,0,,754,5657,직장인,L0580,90일 이상,0.0,0.0
581,28,여성,고양시 일산서구,34867280,321,실패,0,34867280,전화,11,0,,474,7505,자영업,L0581,90일 이상,0.0,0.0
582,33,남성,안산시 단원구,7026810,242,실패,0,7026810,방문,9,0,,721,5171,직장인,L0582,90일 이상,0.0,0.0
583,49,여성,음성군,27791944,251,성공,20525722,7266222,전화,9,0,161.0,829,3000,직장인,L0583,90일 이상,0.7385493436515272,2280635.777777778
584,33,남성,진천군,34249737,343,실패,0,34249737,전화,13,1,,678,2076,직장인,L0584,90일 이상,0.0,0.0
585,63,여성,청주시 청원구,4082189,280,성공,3281252,800937,전화,10,0,11.0,561,6884,직장인,L0585,90일 이상,0.8037971784255947,328125.2
586,49,남성,서천군,7196849,128,실패,0,7196849,전화,4,0,,658,2760,직장인,L0586,90일 이상,0.0,0.0
587,27,남성,용인시 기흥구,49514815,21,성공,42624070,6890745,문자,1,0,17.0,478,6550,직장인,L0587,30일 미만,0.8608346814988604,42624070.0
588,46,남성,영월군,47264536,123,실패,0,47264536,전화,5,0,,449,3843,무직,L0588,90일 이상,0.0,0.0
589,38,남성,화천군,44328360,118,성공,29882291,14446069,방문,4,0,16.0,407,3846,직장인,L0589,90일 이상,0.6741122613153295,7470572.75
590,31,여성,속초시,28140976,308,성공,25341303,2799673,전화,9,0,89.0,721,3855,무직,L0590,90일 이상,0.9005125835010129,2815700.3333333335
591,20,남성,고양시 덕양구,38754291,276,성공,36837005,1917286,전화,10,0,52.0,897,3385,무직,L0591,90일 이상,0.9505271300150995,3683700.5
592,37,여성,안양시 만안구,1000253,152,성공,729322,270931,전화,8,0,93.0,728,3812,직장인,L0592,90일 이상,0.729137528205364,91165.25
593,36,남성,강릉시,41251107,235,성공,35560464,5690643,전화,8,1,180.0,684,2573,직장인,L0593,90일 이상,0.8620487202925246,4445058.0
594,41,남성,홍성군,6366428,191,실패,0,6366428,전화,9,0,,441,4116,직장인,L0594,90일 이상,0.0,0.0
595,27,여성,파주시,38409526,198,성공,35438649,2970877,전화,6,0,72.0,628,7127,직장인,L0595,90일 이상,0.9226525992536331,5906441.5
596,44,남성,인제군,15538091,160,성공,12754687,2783404,전화,6,1,35.0,828,4838,자영업,L0596,90일 이상,0.8208657678732864,2125781.1666666665
597,66,여성,부천시 오정구,47461643,286,성공,40888905,6572738,방문,12,1,79.0,423,7557,직장인,L0597,90일 이상,0.8615147393864978,3407408.75
598,48,남성,안산시 상록구,42659389,163,성공,26344898,16314491,방문,6,0,77.0,436,5617,직장인,L0598,90일 이상,0.6175638849398429,4390816.333333333
599,69,여성,안산시,46765869,283,실패,0,46765869,방문,10,0,,884,3120,직장인,L0599,90일 이상,0.0,0.0
600,43,여성,성남시 중원구,46489751,150,실패,0,46489751,전화,4,0,,664,6290,무직,L0600,90일 이상,0.0,0.0
601,27,여성,연천군,31729102,226,실패,0,31729102,방문,6,0,,763,3628,직장인,L0601,90일 이상,0.0,0.0
602,65,남성,부천시 소사구,32310386,266,성공,17457815,14852571,전화,10,0,177.0,538,4839,자영업,L0602,90일 이상,0.5403158909955456,1745781.5
603,66,남성,수원시 영통구,4392087,320,성공,4312004,80083,전화,10,1,279.0,651,6509,자영업,L0603,90일 이상,0.9817665269381048,431200.4
604,22,여성,삼척시,27272175,151,실패,0,27272175,방문,4,0,,641,6224,무직,L0604,90일 이상,0.0,0.0
605,63,남성,의정부시,11634478,299,실패,0,11634478,전화,10,2,,553,5023,직장인,L0605,90일 이상,0.0,0.0
606,44,남성,청양군,1642562,307,실패,0,1642562,방문,10,1,,932,6106,직장인,L0606,90일 이상,0.0,0.0
607,65,남성,의왕시,29079695,150,성공,19821748,9257947,전화,7,0,99.0,496,3026,무직,L0607,90일 이상,0.6816353472758225,2831678.285714286
608,32,남성,금산군,38577503,56,성공,24741473,13836030,문자,2,0,28.0,740,4558,직장인,L0608,30일~90일,0.6413445940241389,12370736.5
609,37,남성,포천시,12240034,7,성공,11254530,985504,문자,1,0,2.0,536,3157,직장인,L0609,30일 미만,0.9194851909725087,11254530.0
610,57,여성,양주시,26195007,89,실패,0,26195007,문자,3,0,,699,2295,직장인,L0610,30일~90일,0.0,0.0
611,29,여성,단양군,43289078,233,성공,25389556,17899522,방문,9,1,180.0,766,2431,직장인,L0611,90일 이상,0.586511821757904,2821061.777777778
612,39,여성,부여군,5275188,167,성공,3039116,2236072,전화,7,0,26.0,407,2510,직장인,L0612,90일 이상,0.5761152019605746,434159.4285714286
613,48,여성,인제군,17400110,325,성공,15607624,1792486,전화,11,0,166.0,668,7620,직장인,L0613,90일 이상,0.8969842144676097,1418874.9090909092
614,48,남성,성남시 중원구,33088337,45,실패,0,33088337,전화,3,0,,643,4714,자영업,L0614,30일~90일,0.0,0.0
615,38,여성,춘천시,4632928,323,성공,4424999,207929,전화,12,2,117.0,762,5776,직장인,L0615,90일 이상,0.9551193111570048,368749.9166666667
616,30,남성,하남시,43035201,169,성공,32260720,10774481,전화,5,0,37.0,593,5974,직장인,L0616,90일 이상,0.749635629679062,6452144.0
617,66,여성,서천군,46192341,131,실패,0,46192341,방문,3,0,,655,3393,자영업,L0617,90일 이상,0.0,0.0
618,34,여성,수원시 팔달구,30232341,216,성공,25275194,4957147,전화,8,0,160.0,942,6493,직장인,L0618,90일 이상,0.8360316523288752,3159399.25
619,20,남성,고양시 일산서구,33894492,185,실패,0,33894492,전화,6,0,,914,6413,무직,L0619,90일 이상,0.0,0.0
620,30,남성,보령시,2231438,214,성공,1308397,923041,방문,8,0,42.0,441,3021,직장인,L0620,90일 이상,0.5863470103135288,163549.625
621,51,여성,강릉시,26081364,61,성공,20885395,5195969,전화,3,0,12.0,763,3797,직장인,L0621,30일~90일,0.8007784792237093,6961798.333333333
622,34,여성,수원시,40677177,292,실패,0,40677177,전화,11,0,,749,2250,직장인,L0622,90일 이상,0.0,0.0
623,47,여성,파주시,21995378,352,실패,0,21995378,방문,12,1,,522,7892,무직,L0623,90일 이상,0.0,0.0
624,57,여성,수원시 팔달구,44722474,146,실패,0,44722474,전화,5,0,,403,6425,직장인,L0624,90일 이상,0.0,0.0
625,28,여성,부천시 소사구,5428405,83,성공,4308512,1119893,문자,4,0,78.0,583,4236,직장인,L0625,30일~90일,0.7936975962552536,1077128.0
626,27,남성,청주시 서원구,19741379,279,실패,0,19741379,전화,8,1,,853,4859,직장인,L0626,90일 이상,0.0,0.0
627,39,남성,안양시 동안구,41829833,181,성공,34738415,7091418,방문,6,0,74.0,766,4963,직장인,L0627,90일 이상,0.8304698467239876,5789735.833333333
628,22,여성,안양시 동안구,1695659,230,실패,0,1695659,방문,9,1,,517,4333,직장인,L0628,90일 이상,0.0,0.0
629,43,남성,음성군,6689822,10,성공,3932277,2757545,전화,1,0,9.0,722,5794,직장인,L0629,30일 미만,0.5877999444529316,3932277.0
630,40,여성,횡성군,43014797,147,성공,22208031,20806766,전화,5,0,57.0,669,2783,자영업,L0630,90일 이상,0.5162881740439226,4441606.2
631,23,남성,남양주시,47953697,326,실패,0,47953697,전화,11,0,,482,7627,직장인,L0631,90일 이상,0.0,0.0
632,58,남성,가평군,47446459,269,실패,0,47446459,전화,10,1,,686,7243,직장인,L0632,90일 이상,0.0,0.0
633,32,남성,안양시,8380103,204,실패,0,8380103,전화,6,1,,481,4093,자영업,L0633,90일 이상,0.0,0.0
634,49,남성,삼척시,246458,299,실패,0,246458,방문,10,0,,460,6572,직장인,L0634,90일 이상,0.0,0.0
635,29,여성,보령시,37976660,323,실패,0,37976660,전화,11,0,,653,7697,직장인,L0635,90일 이상,0.0,0.0
636,30,남성,인제군,12574315,6,성공,6565017,6009298,문자,1,0,5.0,915,3793,직장인,L0636,30일 미만,0.5220973866170842,6565017.0
637,22,여성,파주시,18784829,197,실패,0,18784829,방문,7,1,,611,5886,무직,L0637,90일 이상,0.0,0.0
638,66,남성,원주시,35357037,118,성공,20158793,15198244,전화,5,0,44.0,702,4898,직장인,L0638,90일 이상,0.5701493878007934,4031758.6
639,53,여성,속초시,22307471,100,성공,16143404,6164067,전화,4,0,60.0,472,7686,자영업,L0639,90일 이상,0.7236770138578237,4035851.0
640,28,남성,용인시 기흥구,24364442,248,실패,0,24364442,방문,9,0,,564,4805,자영업,L0640,90일 이상,0.0,0.0
641,44,남성,천안시 서북구,30311702,34,성공,29106188,1205514,문자,2,0,30.0,775,4341,직장인,L0641,30일~90일,0.9602294189880859,14553094.0
642,32,남성,안산시,37703855,168,성공,27827355,9876500,전화,5,0,13.0,559,2175,직장인,L0642,90일 이상,0.7380506582151878,5565471.0
643,52,여성,과천시,24358671,111,성공,13979706,10378965,전화,4,0,44.0,410,7323,직장인,L0643,90일 이상,0.5739108673047064,3494926.5
644,55,여성,용인시,34341531,162,실패,0,34341531,전화,5,0,,756,5771,무직,L0644,90일 이상,0.0,0.0
645,45,남성,안성시,25905674,339,성공,13559367,12346307,방문,13,0,22.0,418,3367,직장인,L0645,90일 이상,0.523413017549746,1043028.2307692308
646,63,여성,용인시 수지구,48248644,282,실패,0,48248644,방문,10,2,,774,3510,직장인,L0646,90일 이상,0.0,0.0
647,51,남성,고성군,49389095,143,실패,0,49389095,전화,4,0,,857,6232,자영업,L0647,90일 이상,0.0,0.0
648,68,남성,부천시 원미구,34454370,350,실패,0,34454370,방문,13,4,,410,7634,직장인,L0648,90일 이상,0.0,0.0
649,51,여성,공주시,33395849,66,실패,0,33395849,문자,2,0,,626,5837,무직,L0649,30일~90일,0.0,0.0
650,39,여성,화성시,49612526,40,성공,39807678,9804848,문자,1,0,18.0,806,6456,직장인,L0650,30일~90일,0.8023715220627952,39807678.0
651,67,남성,진천군,18904108,239,실패,0,18904108,방문,10,1,,561,6861,직장인,L0651,90일 이상,0.0,0.0
652,69,남성,공주시,36265357,274,실패,0,36265357,전화,9,0,,577,2327,무직,L0652,90일 이상,0.0,0.0
653,52,여성,파주시,13225090,167,실패,0,13225090,전화,7,0,,539,4641,직장인,L0653,90일 이상,0.0,0.0
654,22,남성,안양시 동안구,28010707,166,성공,14554497,13456210,전화,7,0,122.0,875,2153,직장인,L0654,90일 이상,0.5196047711326958,2079213.857142857
655,63,남성,평창군,20123254,79,성공,13531977,6591277,문자,4,0,69.0,823,3736,자영업,L0655,30일~90일,0.6724547133381112,3382994.25
656,67,남성,양주시,31651691,339,실패,0,31651691,전화,13,1,,586,3696,직장인,L0656,90일 이상,0.0,0.0
657,60,남성,수원시 팔달구,19726891,359,실패,0,19726891,전화,12,0,,457,5101,무직,L0657,90일 이상,0.0,0.0
658,69,남성,의왕시,13015343,171,실패,0,13015343,전화,5,0,,947,5183,직장인,L0658,90일 이상,0.0,0.0
659,51,남성,진천군,31469490,296,실패,0,31469490,전화,12,3,,668,3052,자영업,L0659,90일 이상,0.0,0.0
660,59,여성,제천시,41896692,351,성공,38379899,3516793,방문,12,0,142.0,578,6064,직장인,L0660,90일 이상,0.9160603658159933,3198324.9166666665
661,48,여성,화성시,6277652,15,성공,4391699,1885953,전화,1,0,4.0,577,2757,자영업,L0661,30일 미만,0.6995766888639255,4391699.0
662,62,남성,속초시,28139218,14,성공,26241489,1897729,문자,1,0,5.0,824,6467,직장인,L0662,30일 미만,0.932559284341164,26241489.0
663,55,남성,군포시,14976763,113,실패,0,14976763,방문,4,0,,623,7365,직장인,L0663,90일 이상,0.0,0.0
664,35,남성,영월군,18158280,97,성공,9452273,8706007,전화,4,0,7.0,704,7843,직장인,L0664,90일 이상,0.5205489176287622,2363068.25
665,44,여성,부천시 오정구,33659204,23,성공,19411780,14247424,문자,1,0,13.0,812,7025,무직,L0665,30일 미만,0.5767153614209058,19411780.0
666,26,남성,하남시,6235123,353,실패,0,6235123,전화,13,1,,912,3960,자영업,L0666,90일 이상,0.0,0.0
667,41,남성,제천시,2428999,141,실패,0,2428999,전화,5,0,,860,2360,직장인,L0667,90일 이상,0.0,0.0
668,38,남성,김포시,26887586,296,실패,0,26887586,방문,10,1,,468,4804,자영업,L0668,90일 이상,0.0,0.0
669,49,여성,천안시 서북구,8721463,81,성공,5538633,3182830,문자,5,2,1.0,807,7742,직장인,L0669,30일~90일,0.6350577878963656,1107726.6
670,54,남성,정선군,16260809,102,실패,0,16260809,전화,3,0,,684,3223,직장인,L0670,90일 이상,0.0,0.0
671,64,남성,안산시 상록구,13223583,257,실패,0,13223583,방문,11,5,,548,6305,자영업,L0671,90일 이상,0.0,0.0
672,57,남성,시흥시,2318362,172,실패,0,2318362,전화,7,0,,524,2917,직장인,L0672,90일 이상,0.0,0.0
673,49,남성,파주시,33709029,296,실패,0,33709029,방문,11,0,,709,4472,직장인,L0673,90일 이상,0.0,0.0
674,33,여성,용인시,44744329,64,성공,30472205,14272124,문자,3,0,29.0,418,5023,직장인,L0674,30일~90일,0.6810294328025346,10157401.666666666
675,34,남성,공주시,12050487,41,성공,10849832,1200655,문자,1,0,1.0,848,4394,직장인,L0675,30일~90일,0.9003646076710426,10849832.0
676,20,남성,논산시,34099959,80,실패,0,34099959,전화,3,0,,493,2946,직장인,L0676,30일~90일,0.0,0.0
677,51,여성,강릉시,48335266,313,실패,0,48335266,전화,11,0,,804,5516,직장인,L0677,90일 이상,0.0,0.0
678,24,남성,당진시,25402021,233,실패,0,25402021,전화,7,0,,638,6885,자영업,L0678,90일 이상,0.0,0.0
679,24,여성,부여군,27153803,59,실패,0,27153803,문자,2,0,,531,2952,직장인,L0679,30일~90일,0.0,0.0
680,28,남성,원주시,49166780,14,성공,39670053,9496727,문자,2,0,6.0,900,3194,무직,L0680,30일 미만,0.8068466757432559,19835026.5
681,41,남성,남양주시,30430363,175,성공,28830018,1600345,방문,5,0,120.0,420,2735,자영업,L0681,90일 이상,0.9474095987616054,5766003.6
682,50,남성,안산시 상록구,46766829,278,실패,0,46766829,방문,9,0,,500,5673,무직,L0682,90일 이상,0.0,0.0
683,62,여성,과천시,13217601,325,실패,0,13217601,방문,11,0,,591,5050,무직,L0683,90일 이상,0.0,0.0
684,54,여성,서산시,17385369,92,성공,11311283,6074086,방문,4,0,41.0,819,4276,무직,L0684,90일 이상,0.6506208179993188,2827820.75
685,66,여성,양평군,13058550,92,실패,0,13058550,방문,4,0,,756,4118,직장인,L0685,90일 이상,0.0,0.0
686,39,남성,안산시,30299043,119,성공,28019525,2279518,방문,4,0,114.0,831,5402,직장인,L0686,90일 이상,0.9247660066359191,7004881.25
687,62,남성,과천시,508251,143,실패,0,508251,전화,5,0,,846,5398,자영업,L0687,90일 이상,0.0,0.0
688,64,남성,의왕시,6115679,257,성공,4428641,1687038,전화,9,2,27.0,841,5863,자영업,L0688,90일 이상,0.7241454301313067,492071.22222222225
689,31,여성,고양시 일산서구,32248782,117,실패,0,32248782,전화,6,0,,882,5606,자영업,L0689,90일 이상,0.0,0.0
690,42,남성,오산시,18537799,53,성공,12337294,6200505,문자,2,0,8.0,835,6790,직장인,L0690,30일~90일,0.6655209715026039,6168647.0
691,34,여성,여주시,26204226,125,실패,0,26204226,전화,4,0,,532,6145,직장인,L0691,90일 이상,0.0,0.0
692,64,여성,청주시 상당구,49066132,101,실패,0,49066132,전화,3,0,,909,7373,직장인,L0692,90일 이상,0.0,0.0
693,29,여성,홍성군,45065541,152,실패,0,45065541,방문,5,0,,893,3698,직장인,L0693,90일 이상,0.0,0.0
694,31,여성,부천시 원미구,19788765,194,성공,12104961,7683804,방문,6,0,92.0,408,3574,직장인,L0694,90일 이상,0.611708765049259,2017493.5
695,47,여성,아산시,2332538,96,실패,0,2332538,전화,5,0,,492,6522,직장인,L0695,90일 이상,0.0,0.0
696,46,남성,안산시,41389545,177,실패,0,41389545,방문,7,1,,489,4322,직장인,L0696,90일 이상,0.0,0.0
697,22,여성,성남시 분당구,9396816,203,실패,0,9396816,방문,5,0,,805,4258,직장인,L0697,90일 이상,0.0,0.0
698,57,남성,수원시 영통구,24564943,196,실패,0,24564943,방문,8,2,,936,5483,직장인,L0698,90일 이상,0.0,0.0
699,29,남성,옥천군,45863087,357,실패,0,45863087,방문,13,1,,625,6149,자영업,L0699,90일 이상,0.0,0.0
700,53,남성,보은군,43534316,198,성공,30632922,12901394,전화,6,0,133.0,784,3299,직장인,L0700,90일 이상,0.7036500125556124,5105487.0
